coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,zori_rent_value,year
MD-601,Montgomery County CoC,981.0,885.0,96.0,151.0,544649,526510,18139,1039327,0,0.0,0.0,71252,83540.0,251052.86988570367,429152.39411578403,54.61,2005.1661,9638.1759,1796.077208327033,2016
ME-500,Maine Balance of State CoC,2241.0,2121.0,120.0,217.0,468956,452909,16047,874617,0,0.0,0.0,95712,47287.629211414824,129626.76272642749,200887.6120897109,43.09,2369.5579,8479.7366,1027.351068681288,2016
MI-500,Michigan Balance of State CoC,1536.0,1312.0,224.0,44.0,223978,212296,11682,463429,0,0.0,0.0,67379,41722.45378256432,45998.3048444636,110748.84304059188,46.64,1689.8494,8248.5672,0.0,2016
MI-503,"St. Clair Shores, Warren/Macomb County CoC",403.0,354.0,49.0,14.0,435441,412956,22485,868329,0,0.0,0.0,94224,43607.0,70324.73823149504,140211.0962997674,46.64,1689.8494,8248.5672,917.6238160454269,2016
MI-504,"Pontiac, Royal Oak/Oakland County CoC",438.0,362.0,76.0,37.0,652450,625608,26842,1251563,0,0.0,0.0,106650,66757.0,110642.43533811004,207627.9669507188,46.64,1689.8494,8248.5672,1128.5130701350788,2016
MI-505,Flint/Genesee County CoC,377.0,290.0,87.0,24.0,180586,170150,10436,409054,0,0.0,0.0,81761,38174.0,16273.65245704737,76316.74240441591,46.63999999999999,1689.8494,8248.5672,691.0237542458331,2016
MI-506,"Grand Rapids, Wyoming/Kent County CoC",800.0,759.0,41.0,63.0,351257,338786,12471,644219,0,0.0,0.0,76343,50584.0,99179.28875630285,167598.30464138286,46.64,1689.8494000000003,8248.5672,990.0119766877136,2016
MI-507,"Portage, Kalamazoo City & County CoC",374.0,366.0,8.0,18.0,132365,126947,5418,261584,0,0.0,0.0,42141,45441.0,65474.27134976129,137066.1429172935,46.64,1689.8494,8248.5672,892.852150446441,2016
MI-508,"Lansing, East Lansing/Ingham County CoC",471.0,355.0,116.0,44.0,149317,142853,6464,289633,0,0.0,0.0,54343,37640.0,43285.806551628055,104037.0700436331,46.64,1689.8494,8248.5672,741.9046497738877,2016
MI-509,Washtenaw County CoC,342.0,301.0,41.0,63.0,192000,184914,7086,366960,0,0.0,0.0,49933,54292.0,130488.37723972835,237804.5394038354,46.63999999999999,1689.8494,8248.5672,1385.062718081312,2016
MI-510,Saginaw City & County CoC,343.0,326.0,17.0,22.0,88762,83977,4785,192636,0,0.0,0.0,33068,36531.0,17422.019714273683,69034.86840085652,46.64000000000001,1689.8494,8248.5672,0.0,2016
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",243.0,233.0,10.0,38.0,49515,47371,2144,92076,0,0.0,0.0,8985,46396.0,100373.30733755243,187230.35915567377,46.63999999999999,1689.8494,8248.5672,0.0,2016
MI-514,Battle Creek/Calhoun County CoC,246.0,209.0,37.0,25.0,64585,61453,3132,134343,0,0.0,0.0,21973,37873.0,26988.621570160827,80028.62120942368,46.64,1689.8494,8248.5672,0.0,2016
MI-515,Monroe City & County CoC,176.0,173.0,3.0,11.0,76614,73276,3338,149278,0,0.0,0.0,14819,43721.0,70542.48266913193,151049.7682441745,46.64,1689.8494,8248.5672,0.0,2016
MI-516,"Norton Shores, Muskegon City & County CoC",191.0,184.0,7.0,5.0,77659,73383,4276,173342,0,0.0,0.0,31393,35977.0,36493.07839453959,97479.41604963121,46.64,1689.8494,8248.5672,0.0,2016
MI-517,Jackson City & County CoC,169.0,162.0,7.0,2.0,74612,70963,3649,158345,0,0.0,0.0,20352,37329.0,42367.49032423103,107591.47700064951,46.64,1689.8494,8248.5672,628.9480943961438,2016
MI-518,Livingston County CoC,77.0,75.0,2.0,1.0,99935,95886,4049,188585,0,0.0,0.0,10912,54331.0,137580.01820064106,223991.77396215955,46.64,1689.8494000000003,8248.5672,1219.5072220057375,2016
MI-519,Holland/Ottawa County CoC,261.0,257.0,4.0,9.0,155788,150491,5297,283686,0,0.0,0.0,24520,45457.0,119175.92174406874,180304.17915358781,46.64,1689.8494,8248.5672,899.410840787641,2016
MI-523,Eaton County CoC,120.0,111.0,9.0,2.0,57051,54670,2381,109220,0,0.0,0.0,12005,39837.0,76282.80703039642,139417.60121169966,46.64,1689.8494,8248.5672,0.0,2016
MN-500,Minneapolis/Hennepin County CoC,3056.0,2886.0,170.0,390.0,685106,662298,22808,1236183,0,0.0,0.0,132137,68704.0,152098.74515921107,242044.3271053735,42.98,2742.4577,10182.91,1311.0503434789596,2016
MN-501,St. Paul/Ramsey County CoC,1346.0,1210.0,136.0,210.0,282227,272058,10169,541635,0,0.0,0.0,73203,50764.0,136353.18007095045,205281.1293895213,42.98,2742.4577,10182.91,1077.7842945187106,2016
MN-502,Rochester/Southeast Minnesota CoC,423.0,409.0,14.0,35.0,174514,169024,5490,310311,0,0.0,0.0,32944,48485.36058019213,109193.99271066714,172860.30576416617,42.97999999999999,2742.4577,10182.91,554.9750347296263,2016
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",618.0,411.0,207.0,57.0,702413,678227,24186,1261033,0,0.0,0.0,69831,55899.63651466694,168303.1688044519,250342.05673348656,42.98,2742.4577,10182.91,1255.5178291203215,2016
MN-505,St. Cloud/Central Minnesota CoC,669.0,502.0,167.0,18.0,255038,244887,10151,461379,0,0.0,0.0,36344,44015.10805216536,128558.5267674004,197107.22239760187,42.98,2742.4577,10182.909999999998,304.13405733751,2016
MN-506,Northwest Minnesota CoC,290.0,288.0,2.0,22.0,17136,16392,744,31692,0,0.0,0.0,4410,43227.0,68408.35584859863,149836.37333237822,42.98,2742.4577,10182.91,0.0,2016
MN-508,Moorhead/West Central Minnesota CoC,211.0,199.0,12.0,24.0,35591,34368,1223,63090,0,0.0,0.0,7167,40431.0,127045.51842139797,192272.3523446991,42.98,2742.4577,10182.91,0.0,2016
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",496.0,284.0,212.0,221.0,191720,184414,7306,372385,0,0.0,0.0,54631,40166.09812962391,75452.13488356095,130840.49241019227,54.7,1503.0383,7538.6377999999995,617.8563796073099,2016
MO-602,"Joplin/Jasper, Newton Counties CoC",297.0,238.0,59.0,19.0,57668,55277,2391,119304,0,0.0,0.0,20301,37819.0,43747.17975170173,106909.14195046911,54.7,1503.0383,7538.6377999999995,0.0,2016
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",195.0,185.0,10.0,45.0,46642,44741,1901,89072,0,0.0,0.0,14999,36933.0,42051.13769359894,90504.34235994933,54.7,1503.0383,7538.6378,0.0,2016
MO-606,Missouri Balance of State CoC,1431.0,1056.0,375.0,201.0,390015,373154,16861,759673,0,0.0,0.0,100083,40709.22635397072,82363.46324724515,144459.69620299185,54.7,1503.0383,7538.637800000001,661.8154686777598,2016
MS-500,"Jackson/Rankin, Madison Counties CoC",633.0,297.0,336.0,88.0,237163,225729,11434,498277,0,0.0,0.0,74415,44415.53349241486,62274.46868302568,125266.9212739285,63.5,2070.9774,8655.099299999998,762.4682019436216,2016
MS-501,Mississippi Balance of State CoC,785.0,479.0,306.0,57.0,198363,188753,9610,416230,0,0.0,0.0,66539,37831.490303438004,89337.15354729783,158747.27167757804,63.5,2070.9774,8655.0993,490.4580291194153,2016
MS-503,Gulf Port/Gulf Coast Regional CoC,320.0,113.0,207.0,38.0,145184,136366,8818,344420,0,0.0,0.0,64997,36103.1872132861,53771.43063372241,115122.2407986585,63.5,2070.9774,8655.0993,888.8501293472484,2016
MT-500,Montana Statewide CoC,1418.0,788.0,630.0,137.0,340642,327220,13422,660977,0,0.0,0.0,77594,46816.69542207974,165254.3509107159,245775.82132380572,44.18,1693.3203,8326.4894,476.9508898245275,2016
NC-500,Winston-Salem/Forsyth County CoC,544.0,506.0,38.0,95.0,182081,173210,8871,371437,0,0.0,0.0,62994,45088.0,63319.03473025483,132314.01711380878,58.7,1417.1363,7822.9418000000005,1007.0873648191156,2016
NC-501,Asheville/Buncombe County CoC,509.0,437.0,72.0,74.0,133951,128768,5183,255222,0,0.0,0.0,33631,44403.0,148010.47931400035,235362.71909905304,58.7,1417.1363,7822.9418,1103.4796371902887,2016
NC-502,Durham City & County CoC,354.0,322.0,32.0,57.0,161608,154321,7287,308105,0,0.0,0.0,47269,45872.0,114713.5593940597,196236.445960334,58.7,1417.1363,7822.9418000000005,1112.192614070271,2016
NC-503,North Carolina Balance of State CoC,2963.0,2128.0,835.0,348.0,1438254,1365541,72713,3131901,0,0.0,0.0,438881,39969.710472968334,77781.9484057641,157161.27839590024,58.7,1417.1363,7822.9418,578.9544910837367,2016
NC-504,"Greensboro, High Point CoC",721.0,637.0,84.0,38.0,257680,244175,13505,524520,0,0.0,0.0,92205,42771.0,46106.000378610916,130809.02838588365,58.7,1417.1363,7822.9418,931.1917571423301,2016
NC-505,Charlotte/Mecklenburg County CoC,1818.0,1631.0,187.0,191.0,581630,554067,27563,1058056,0,0.0,0.0,127889,55557.0,114233.51732883614,198910.4856061379,58.7,1417.1363,7822.9418,1144.1228549992004,2016
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",389.0,261.0,128.0,81.0,192010,181930,10080,410173,0,0.0,0.0,63561,41437.93570274006,124594.81801096235,214400.0896159476,58.7,1417.1362999999997,7822.9418,735.398508129922,2016
NC-507,Raleigh/Wake County CoC,818.0,680.0,138.0,149.0,554963,531092,23871,1048933,0,0.0,0.0,94001,55025.0,159331.49582058412,265310.38499166985,58.7,1417.1363,7822.9418,1177.6806039928729,2016
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",328.0,243.0,85.0,36.0,146290,138733,7557,297962,0,0.0,0.0,43741,39017.368745007756,66903.10393216052,141967.53025677038,58.699999999999996,1417.1363000000001,7822.9418,953.2311413352186,2016
NC-511,Fayetteville/Cumberland County CoC,515.0,224.0,291.0,80.0,126947,118818,8129,333723,0,0.0,0.0,59570,35766.0,38579.73048838836,111616.33837021586,58.7,1417.1363,7822.941799999999,811.0683723884281,2016
NC-513,Chapel Hill/Orange County CoC,80.0,65.0,15.0,16.0,74699,71532,3167,142849,0,0.0,0.0,17049,60008.0,138266.91118235022,255979.8812770826,58.7,1417.1363,7822.9418,1195.2889593020273,2016
ND-500,North Dakota Statewide CoC,923.0,707.0,216.0,120.0,281038,273096,7942,508823,0,0.0,0.0,48013,53693.362059105035,138523.70326334186,215773.600931707,40.8,2003.701,12407.601,514.7761413949888,2016
NE-500,Nebraska Balance of State CoC,551.0,539.0,12.0,7.0,82670,79969,2701,157376,0,0.0,0.0,18021,43089.1160659821,64878.347995508935,122905.82620922178,49.88,1328.407,8928.1993,0.0,2016
NE-501,"Omaha, Council Bluffs CoC",1509.0,1452.0,57.0,200.0,430698,416807,13891,827986,0,0.0,0.0,87048,53977.419641153356,93181.86065161607,161793.8613254585,49.68319804924238,1398.4887628085498,9016.042653763108,775.4614439420773,2016
NH-500,New Hampshire Balance of State CoC,670.0,594.0,76.0,213.0,450372,438075,12297,791879,0,0.0,0.0,50864,57518.71791649987,155859.57256221963,238560.2769516988,44.49,1672.1852999999999,7987.481699999999,730.9999824386174,2016
NJ-500,Atlantic City & County CoC,476.0,360.0,116.0,53.0,122855,113793,9062,267212,0,0.0,0.0,37734,44735.0,81096.46336074773,168849.49464142165,51.93,1841.7386,10162.723,1316.4749978181087,2016
NJ-501,Bergen County CoC,296.0,285.0,11.0,10.0,480916,460970,19946,928381,0,0.0,0.0,63789,78836.0,282529.3709175367,425501.3175913676,51.93,1841.7386,10162.723,2001.0196488793965,2016
NJ-502,Burlington County CoC,926.0,913.0,13.0,133.0,230410,220184,10226,447092,0,0.0,0.0,27083,57583.0,120205.42625731985,214784.68887855866,51.93,1841.7386,10162.723,1401.8504047657534,2016
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1068.0,829.0,239.0,75.0,468400,442124,26276,950917,0,0.0,0.0,109108,47841.11484808874,82977.5493911085,161270.95249055742,51.93,1841.7386000000001,10162.723,1108.7283800748214,2016
NJ-504,Newark/Essex County CoC,1779.0,1336.0,443.0,97.0,369898,347867,22031,793073,0,0.0,0.0,126492,60735.0,164265.2515285232,333588.57376572496,51.93,1841.7386,10162.723,1372.9081953038028,2016
NJ-506,"Jersey City, Bayonne/Hudson County CoC",829.0,603.0,226.0,137.0,360730,344004,16726,668673,0,0.0,0.0,104660,56597.0,182968.54172949764,334044.3501258175,51.93,1841.7386,10162.723,2219.6075666168513,2016
NJ-507,New Brunswick/Middlesex County CoC,457.0,373.0,84.0,44.0,437739,418503,19236,825298,0,0.0,0.0,69642,56207.0,179000.1010304621,293403.0961867588,51.93,1841.7386,10162.723,1763.2042661786274,2016
NJ-508,Monmouth County CoC,344.0,299.0,45.0,74.0,327641,313165,14476,623055,0,0.0,0.0,43866,73074.0,226728.18499583995,373033.15366425324,51.93,1841.7385999999997,10162.723,1855.4496884439568,2016
NJ-509,Morris County CoC,410.0,376.0,34.0,34.0,259361,249294,10067,493831,0,0.0,0.0,26615,91252.0,255623.94381275692,405881.53134724963,51.93,1841.7386,10162.723,2067.1029286775693,2016
NJ-510,Lakewood Township/Ocean County CoC,429.0,375.0,54.0,73.0,268831,254901,13930,591142,0,0.0,0.0,64493,48826.0,153727.12684740016,264195.82611751475,51.93,1841.7386,10162.723,1701.0080182730599,2016
NJ-511,Paterson/Passaic County CoC,432.0,396.0,36.0,27.0,244584,229603,14981,504001,0,0.0,0.0,85671,46617.0,181487.87526663905,289027.9258252806,51.93,1841.7386,10162.723,1576.6786851459929,2016
NJ-513,Somerset County CoC,218.0,209.0,9.0,1.0,172875,165923,6952,330003,0,0.0,0.0,17318,92352.0,224227.70854871313,379751.2002552792,51.93,1841.7385999999997,10162.723,1784.493653290101,2016
NJ-514,Trenton/Mercer County CoC,465.0,421.0,44.0,20.0,198847,190295,8552,367929,0,0.0,0.0,39066,63905.0,88014.63840085104,221523.06421279898,51.93,1841.7385999999997,10162.723,1747.2373912091296,2016
NJ-515,Elizabeth/Union County CoC,513.0,451.0,62.0,19.0,276619,262443,14176,552814,0,0.0,0.0,58425,61978.0,168738.31135178477,306619.42736318597,51.93,1841.7386,10162.723,1717.9187822096108,2016
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",253.0,235.0,18.0,25.0,196265,187767,8498,373082,0,0.0,0.0,22599,64526.29529701245,154069.9549201376,266635.82107699144,51.92999999999999,1841.7386,10162.723,861.8780706800887,2016
NM-501,New Mexico Balance of State CoC,1041.0,770.0,271.0,394.0,269412,251665,17747,599219,0,0.0,0.0,96788,41304.55291137297,93916.41170259113,176587.4651713367,53.07,2989.9116,10426.871,527.2653902928472,2016
NV-500,Las Vegas/Clark County CoC,6208.0,2477.0,3731.0,285.0,1040292,978799,61493,2140240,0,0.0,0.0,311352,43826.0,134036.9671805028,221152.5643459936,57.3,1228.3422,6979.3592,1109.0835058607238,2016
NV-501,"Reno, Sparks/Washoe County CoC",989.0,869.0,120.0,35.0,227991,216417,11574,449990,0,0.0,0.0,56064,52678.0,192540.0118398959,303136.7194808896,57.3,1228.3422,6979.3592,1176.9160350791037,2016
NV-502,Nevada Balance of State CoC,201.0,125.0,76.0,27.0,59080,55031,4049,143870,0,0.0,0.0,17644,46010.06759574616,138211.4166635035,229055.30700182376,57.3,1228.3422,6979.3592,0.0,2016
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",860.0,791.0,69.0,184.0,363421,346044,17377,744150,0,0.0,0.0,106742,48713.0,89169.02544688468,148332.80705403537,48.17,3230.3758,13352.177,953.0005217364627,2016
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",506.0,380.0,126.0,117.0,43187,40628,2559,96975,0,0.0,0.0,12546,41097.0,42762.79222715996,89523.53674815525,48.17,3230.3758,13352.177,0.0,2016
NY-503,Albany City & County CoC,748.0,722.0,26.0,83.0,158526,151974,6552,307810,0,0.0,0.0,35585,55126.0,139110.72920349913,209623.35657323684,48.17,3230.3758,13352.177,1123.8960453981842,2016
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",867.0,840.0,27.0,62.0,311303,295756,15547,660742,0,0.0,0.0,94607,45034.13418399315,70714.8362828639,123037.99862526562,48.17,3230.3758,13352.177,738.0260369490809,2016
NY-507,Schenectady City & County CoC,345.0,276.0,69.0,31.0,75807,72465,3342,154473,0,0.0,0.0,17158,46850.0,98596.27870063057,162202.78919458704,48.17,3230.3758,13352.177,939.5801905800806,2016
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",962.0,905.0,57.0,38.0,545654,517405,28249,1130547,0,0.0,0.0,153064,45776.26087283412,79350.98681884656,141216.62748801924,48.17,3230.3758,13352.177,827.8583906868325,2016
NY-510,Ithaca/Tompkins County CoC,86.0,56.0,30.0,4.0,50377,48245,2132,103042,0,0.0,0.0,17022,41008.0,124118.35868042574,198734.93082509236,48.17000000000001,3230.3758000000003,13352.177,0.0,2016
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",276.0,248.0,28.0,0.0,160157,151474,8683,351518,0,0.0,0.0,51912,39978.50374376277,59160.037720471955,107593.44520080887,48.169999999999995,3230.3757999999993,13352.177,459.7403305862598,2016
NY-512,Troy/Rensselaer County CoC,179.0,167.0,12.0,19.0,81585,78036,3549,159311,0,0.0,0.0,17978,45280.0,109537.0750650487,172120.2443483141,48.17,3230.3758,13352.177,0.0,2016
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",58.0,58.0,0.0,33.0,55084,52667,2417,109348,0,0.0,0.0,10240,49784.0,90818.46972382805,156644.4169607639,48.17,3230.3758,13352.177,0.0,2016
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",160.0,143.0,17.0,22.0,134423,127655,6768,301798,0,0.0,0.0,42974,40626.403256482816,59944.297466160286,111798.33053707106,48.17,3230.3758,13352.177,0.0,2016
NY-519,"Columbia, Greene Counties CoC",116.0,114.0,2.0,17.0,31473,30294,1179,60801,0,0.0,0.0,7519,52016.0,128805.04229382698,213407.85740610294,48.17,3230.3758,13352.177,0.0,2016
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",119.0,110.0,9.0,8.0,45691,42795,2896,113280,0,0.0,0.0,16468,43926.0,65929.79613404196,132115.31454355412,48.17,3230.3758,13352.177,1089.2421034356348,2016
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",268.0,252.0,16.0,29.0,117493,112934,4559,227189,0,0.0,0.0,14094,63065.0,164291.76596211834,249917.61775628722,48.17,3230.3758,13352.177,1252.7208505799267,2016
NY-600,New York City CoC,73523.0,70685.0,2838.0,4294.0,4087558,3877386,210172,8468954,0,0.0,0.0,1585155,65832.25921382972,188313.5282935826,425964.0735076753,48.17,3230.3758000000003,13352.177,2336.6927416378303,2016
NY-601,Poughkeepsie/Dutchess County CoC,385.0,363.0,22.0,21.0,143108,137045,6063,293065,0,0.0,0.0,25588,51835.0,166399.45406116368,248417.32131547175,48.17,3230.3758,13352.177,1223.0405071826215,2016
NY-602,"Newburgh, Middletown/Orange County CoC",343.0,323.0,20.0,33.0,178963,171096,7867,377894,0,0.0,0.0,46624,47969.0,130327.41875314085,217250.58250931953,48.17,3230.3758,13352.177,1336.0530266163441,2016
NY-603,"Nassau, Suffolk Counties CoC",3960.0,3845.0,115.0,174.0,1474377,1412254,62123,2842766,0,0.0,0.0,193533,72220.8330347978,275060.233146304,410763.8849684384,48.17,3230.3758,13352.177,5641.605366926752,2016
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1750.0,1716.0,34.0,131.0,477963,457115,20848,970461,0,0.0,0.0,95327,96251.0,312451.49470234656,537165.679499644,48.17,3230.3758,13352.177,2091.9957691566465,2016
NY-606,Rockland County CoC,141.0,109.0,32.0,16.0,152561,146064,6497,323231,0,0.0,0.0,46260,56298.0,251651.08333290802,384686.373096671,48.17,3230.3758,13352.177,1899.9654824190027,2016
NY-608,Kingston/Ulster County CoC,328.0,290.0,38.0,34.0,88189,84222,3967,179045,0,0.0,0.0,23815,46273.0,124061.2546701826,198940.38349810443,48.17,3230.3758,13352.177000000001,1096.4527255200248,2016
OH-500,Cincinnati/Hamilton County CoC,1116.0,1056.0,60.0,24.0,406542,388426,18116,811766,0,0.0,0.0,126002,55168.0,60550.05263691766,131863.43458693827,50.88000000000001,2428.1434,8810.1606,878.5775842848343,2016
OH-501,Toledo/Lucas County CoC,599.0,584.0,15.0,31.0,211249,200233,11016,433113,0,0.0,0.0,83600,43439.0,25090.86849925734,83109.41009060864,50.88,2428.1434,8810.1606,810.8629085958097,2016
OH-502,Cleveland/Cuyahoga County CoC,1697.0,1623.0,74.0,193.0,612160,578168,33992,1254324,0,0.0,0.0,223636,50693.0,43629.35978887123,106123.1930556599,50.88,2428.1434,8810.1606,995.5866362033712,2016
OH-503,Columbus/Franklin County CoC,1724.0,1385.0,339.0,160.0,669446,641672,27774,1275212,0,0.0,0.0,205476,48167.0,63510.51509873943,144842.06411103203,50.88,2428.1434,8810.1606,982.5170109609077,2016
OH-504,Youngstown/Mahoning County CoC,346.0,308.0,38.0,43.0,106380,99542,6838,230263,0,0.0,0.0,41625,40935.0,22881.688077594154,72438.13537426351,50.88,2428.1434,8810.1606,604.8648614007676,2016
OH-505,"Dayton, Kettering/Montgomery County CoC",751.0,708.0,43.0,56.0,251039,238575,12464,532274,0,0.0,0.0,93949,43347.0,32708.613977014757,88736.38005934778,50.88,2428.1434,8810.1606,785.6044274166657,2016
OH-506,Akron/Summit County CoC,679.0,592.0,87.0,45.0,273479,259430,14049,541226,0,0.0,0.0,72687,47456.0,44890.77584531243,113378.94618967515,50.88,2428.1434,8810.1606,778.2000508844253,2016
OH-507,Ohio Balance of State CoC,3032.0,2587.0,445.0,182.0,1397150,1325797,71353,2794447,0,0.0,0.0,339211,42888.2116708601,64689.550360653055,130965.67850418744,50.88,2428.1434,8810.1606,451.3927731837643,2016
OH-508,"Canton, Massillon, Alliance/Stark County CoC",460.0,423.0,37.0,44.0,187210,176932,10278,373553,0,0.0,0.0,48072,41983.0,45762.83047082155,109556.91495602862,50.88,2428.1434,8810.1606,679.8699093630131,2016
OK-500,North Central Oklahoma CoC,129.0,78.0,51.0,12.0,67851,65236,2615,144509,0,0.0,0.0,27333,38804.6203973455,40736.052797442906,113917.80286462716,60.14,1700.5186,7485.1023,0.0,2016
OK-501,Tulsa City & County CoC,1043.0,893.0,150.0,118.0,317900,303589,14311,646328,0,0.0,0.0,99417,54124.0,52505.95087277776,125015.42729794791,60.14,1700.5186000000003,7485.1023,913.228795381106,2016
OK-503,Oklahoma Balance of State CoC,295.0,114.0,181.0,71.0,54585,52270,2315,118083,0,0.0,0.0,18910,36541.04197047839,33742.95706158693,108729.42197428945,60.13999999999999,1700.5186,7485.1023,0.0,2016
OK-505,Northeast Oklahoma CoC,368.0,342.0,26.0,35.0,43165,41016,2149,100967,0,0.0,0.0,18196,40954.429744371926,37649.84567742777,95076.16455557136,60.14,1700.5186,7485.1023,0.0,2016
OK-506,Southwest Oklahoma Regional CoC,187.0,147.0,40.0,15.0,68335,65388,2947,160179,0,0.0,0.0,22161,40169.11196224224,39562.265443268276,106908.17067712726,60.14,1700.5186,7485.1023,522.3918012738242,2016
OK-507,Southeastern Oklahoma Regional CoC,436.0,217.0,219.0,65.0,128417,122850,5567,283606,0,0.0,0.0,49120,38639.07876772706,35486.19780479185,92927.05970610816,60.11750788065133,1979.1571373320733,7709.509008748756,323.8491910647687,2016
OR-500,"Eugene, Springfield/Lane County CoC",1451.0,517.0,934.0,574.0,178047,169145,8902,369201,0,0.0,0.0,66339,41557.0,164639.6448616885,244640.75943258477,51.269999999999996,2507.5483,10637.809,1162.393719892017,2016
OR-501,"Portland, Gresham/Multnomah County CoC",3914.0,2027.0,1887.0,1053.0,442861,424464,18397,803630,0,0.0,0.0,111262,51196.0,244314.48904755045,357940.8248050965,51.27,2507.5483,10637.809,1367.0664309604354,2016
OR-502,"Medford, Ashland/Jackson County CoC",527.0,288.0,239.0,184.0,101140,95428,5712,214600,0,0.0,0.0,31189,42907.0,177675.58749074928,259923.26521727908,51.27,2507.5483,10637.808999999997,1172.521303494289,2016
OR-503,Central Oregon CoC,602.0,197.0,405.0,218.0,89650,85369,4281,180819,0,0.0,0.0,19113,50231.0,206613.85562783695,321753.736099944,51.27,2507.5483,10637.809,1338.473293774893,2016
OR-505,Oregon Balance of State CoC,5710.0,1859.0,3851.0,1078.0,491252,466260,24992,1043684,0,0.0,0.0,143901,39364.96107442483,154649.32261504262,228195.41848491158,51.27,2507.5483,10637.809,661.0356283789176,2016
OR-506,"Hillsboro, Beaverton/Washington County CoC",571.0,193.0,378.0,142.0,312711,300084,12627,585358,0,0.0,0.0,51702,54532.0,267433.2502138634,375013.99261819856,51.27,2507.5483,10637.809,1399.655064328744,2016
OR-507,Clackamas County CoC,463.0,155.0,308.0,211.0,212188,203105,9083,407055,0,0.0,0.0,35366,53410.0,253846.08085636212,367560.2483918078,51.27,2507.5483,10637.809,1369.006749748928,2016
PA-501,Harrisburg/Dauphin County CoC,433.0,390.0,43.0,42.0,142301,135593,6708,274305,0,0.0,0.0,30247,46997.0,64181.22892505166,145444.31283346075,49.8,2333.4314,9466.4434,866.2136923641091,2016
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",406.0,371.0,35.0,26.0,294655,280449,14206,563860,0,0.0,0.0,58546,60743.0,79860.72786880843,184069.61278385136,49.8,2333.4314,9466.4434,1223.5386855176887,2016
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",169.0,160.0,9.0,2.0,159198,149291,9907,317192,0,0.0,0.0,44618,41793.0,36104.799845671485,95359.58566782133,49.8,2333.4314,9466.4434,730.8458442681857,2016
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",398.0,378.0,20.0,17.0,448108,429780,18328,820106,0,0.0,0.0,49697,76115.0,167451.10139710928,272488.84434941,49.8,2333.4314,9466.4434,1374.0434248830297,2016
PA-505,Chester County CoC,558.0,553.0,5.0,7.0,280797,270039,10758,516768,0,0.0,0.0,35349,76006.0,193230.43700024567,322739.3337883801,49.8,2333.4314,9466.4434,1486.9192347864794,2016
PA-506,Reading/Berks County CoC,521.0,518.0,3.0,19.0,213539,203031,10508,415911,0,0.0,0.0,52766,46216.0,76249.53439862977,152233.19909278824,49.79999999999999,2333.4314,9466.4434,856.7285217865832,2016
PA-508,Scranton/Lackawanna County CoC,242.0,231.0,11.0,13.0,107087,101105,5982,211108,0,0.0,0.0,28739,43928.0,42951.42760835231,105755.03245643202,49.79999999999999,2333.4314,9466.4434,827.8429575956787,2016
PA-509,Eastern Pennsylvania CoC,2599.0,1996.0,603.0,159.0,1114973,1057769,57204,2197964,0,0.0,0.0,247247,45073.586767572175,91508.52079286423,158419.51304297123,49.8,2333.4314000000004,9466.4434,716.2804711722919,2016
PA-510,Lancaster City & County CoC,356.0,349.0,7.0,6.0,278301,266858,11443,538303,0,0.0,0.0,56082,47916.0,129597.17091331113,197191.1649653321,49.8,2333.4314,9466.4434,862.2485424406558,2016
PA-511,"Bristol, Bensalem/Bucks County CoC",530.0,500.0,30.0,22.0,341373,325784,15589,626369,0,0.0,0.0,40872,68118.0,187000.9032332022,291759.86131322157,49.8,2333.4314,9466.4434,1397.0613599479466,2016
