coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,year
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2777.0,1638.0,1139.0,2027.0,746.0,1756.0,182.0,880.0,8.0,479772,458724,21048,960527,0.0,0.0,0.0,48878.0,86625.86775942343,173850.10229462222,71.8,2016
FL-503,"Lakeland, Winterhaven/Polk County CoC",635.0,375.0,260.0,379.0,254.0,380.0,121.0,180.0,0.0,287843,271786,16057,666271,0.0,0.0,0.0,33774.0,76661.62437535827,147390.26831726942,71.8,2016
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1005.0,424.0,581.0,638.0,367.0,695.0,48.0,276.0,1.0,291778,276668,15110,636708,0.0,0.0,0.0,40059.73400051515,102860.367444986,169824.2324638321,71.8,2016
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",629.0,272.0,357.0,395.0,231.0,421.0,70.0,156.0,5.0,122568,117516,5052,266400,0.0,0.0,0.0,48286.57009009009,115004.91342163782,219793.4035291029,71.8,2016
FL-506,Tallahassee/Leon County CoC,869.0,721.0,148.0,573.0,295.0,301.0,37.0,537.0,3.0,212331,202178,10153,439489,0.0,0.0,0.0,37828.54050499557,65968.06309443909,140514.23881317914,71.8,2016
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",1670.0,1537.0,133.0,1017.0,651.0,787.0,314.0,842.0,15.0,1116421,1066547,49874,2122223,0.0,0.0,0.0,40224.45704527752,115497.18354911152,203526.68678258764,71.8,2016
FL-508,"Gainesville/Alachua, Putnam Counties CoC",844.0,419.0,425.0,540.0,300.0,527.0,42.0,258.0,2.0,194422,185252,9170,420785,0.0,0.0,0.0,37100.085647064414,63601.05989902862,133740.2600720929,71.8,2016
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2382.0,248.0,2134.0,1252.0,1128.0,1209.0,298.0,888.0,2.0,133519,126250,7269,309706,0.0,0.0,0.0,74028.5941312083,106211.95191679405,214794.63663503635,71.8,2016
FL-510,"Jacksonville-Duval, Clay Counties CoC",1959.0,1518.0,441.0,1204.0,750.0,748.0,112.0,1120.0,5.0,608407,578831,29576,1214607,0.0,0.0,0.0,43184.615049147586,77263.1329229531,156404.34966500147,71.8,2016
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",798.0,616.0,182.0,547.0,251.0,441.0,35.0,337.0,2.0,217790,207239,10551,482199,0.0,0.0,0.0,40992.87618389918,71242.94465824652,144493.91704500047,71.80000000000001,2016
FL-513,"Palm Bay, Melbourne/Brevard County CoC",827.0,644.0,183.0,517.0,309.0,548.0,72.0,230.0,0.0,263418,249817,13601,577380,0.0,0.0,0.0,42015.0,99569.91334117496,178102.73766291977,71.8,2016
FL-514,Ocala/Marion County CoC,823.0,295.0,528.0,567.0,256.0,519.0,70.0,237.0,3.0,132466,124689,7777,347958,0.0,0.0,0.0,34962.0,68229.6775048668,127897.01340336593,71.8,2016
FL-515,"Panama City/Bay, Jackson Counties CoC",310.0,174.0,136.0,182.0,128.0,242.0,12.0,50.0,0.0,133059,126455,6604,306413,0.0,0.0,0.0,36497.18072992987,70458.02598622498,142466.03713030822,71.8,2016
FL-517,"Hendry, Hardee, Highlands Counties CoC",1071.0,313.0,758.0,737.0,334.0,837.0,312.0,214.0,0.0,83534,77975,5559,223571,0.0,0.0,0.0,29820.238389594357,46493.94049841635,102273.19701836213,71.8,2016
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",1145.0,96.0,1049.0,826.0,319.0,535.0,45.0,512.0,13.0,55749,52981,2768,136218,0.0,0.0,0.0,30603.225403397497,46657.38238148112,107295.97115371897,71.79999999999998,2016
FL-519,Pasco County CoC,1055.0,195.0,860.0,571.0,484.0,888.0,113.0,130.0,4.0,223250,211693,11557,510319,0.0,0.0,0.0,38616.0,74367.65724240134,162538.1589134294,71.8,2016
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",595.0,303.0,292.0,360.0,235.0,483.0,50.0,93.0,1.0,292225,275486,16739,783114,0.0,0.0,0.0,39027.22981072999,103151.32005060429,172493.67914741073,71.8,2016
FL-600,Miami-Dade County CoC,4235.0,3253.0,982.0,2910.0,1325.0,1966.0,1580.0,2189.0,12.0,1305259,1233029,72230,2689890,0.0,0.0,0.0,44479.0,130652.92344405667,239717.35511735312,71.8,2016
FL-601,Ft Lauderdale/Broward County CoC,2302.0,1520.0,782.0,1536.0,762.0,962.0,255.0,1280.0,4.0,1007259,961500,45759,1913780,0.0,0.0,0.0,46655.0,102336.12010655283,210740.60886682433,71.8,2016
FL-602,Punta Gorda/Charlotte County CoC,388.0,134.0,254.0,231.0,156.0,348.0,28.0,30.0,1.0,69519,65781,3738,178046,0.0,0.0,0.0,39820.0,99210.46298575662,176968.05296990296,71.8,2016
FL-603,"Ft Myers, Cape Coral/Lee County CoC",439.0,256.0,183.0,255.0,184.0,301.0,61.0,122.0,2.0,330398,314990,15408,723467,0.0,0.0,0.0,48961.0,100813.80014164289,208654.8186354482,71.8,2016
FL-604,Monroe County CoC,575.0,305.0,270.0,440.0,135.0,519.0,81.0,41.0,2.0,46592,45095,1497,76968,0.0,0.0,0.0,79980.0,295475.2589842802,479432.818762728,71.8,2016
FL-605,West Palm Beach/Palm Beach County CoC,1332.0,507.0,825.0,897.0,435.0,716.0,151.0,558.0,6.0,711609,677839,33770,1451469,0.0,0.0,0.0,71682.0,112916.0675884832,241346.235186871,71.8,2016
FL-606,Naples/Collier County CoC,545.0,328.0,217.0,318.0,227.0,462.0,174.0,53.0,0.0,169758,161752,8006,365894,0.0,0.0,0.0,86131.0,182383.57008324537,338026.55481968954,71.8,2016
GA-501,Georgia Balance of State CoC,5575.0,2057.0,3518.0,3230.0,2345.0,2524.0,334.0,2814.0,32.0,3120402,2951194,169208,6724656,0.0,0.0,0.0,37751.53040824691,81080.02257657546,146964.40910686395,62.339418893695075,2016
GA-503,Athens-Clarke County CoC,224.0,148.0,76.0,133.0,91.0,91.0,12.0,126.0,1.0,58767,55484,3283,124873,0.0,0.0,0.0,31550.0,62990.37825348184,134012.5072489803,62.3,2016
GA-504,Augusta-Richmond County CoC,287.0,266.0,21.0,169.0,118.0,80.0,5.0,191.0,5.0,84842,79035,5807,202179,0.0,0.0,0.0,34573.0,33567.985798659174,86069.50569700981,62.3,2016
GA-505,Columbus-Muscogee/Russell County CoC,329.0,243.0,86.0,194.0,135.0,112.0,3.0,203.0,1.0,101776,95079,6697,254644,0.0,0.0,0.0,38426.074967405475,32758.519852954585,94824.76217679887,62.38698496724839,2016
GA-506,Marietta/Cobb County CoC,405.0,314.0,91.0,210.0,195.0,136.0,8.0,256.0,1.0,410083,390988,19095,748767,0.0,0.0,0.0,52260.0,127994.66023061411,215883.1145941616,62.300000000000004,2016
GA-507,Savannah/Chatham County CoC,1070.0,553.0,517.0,677.0,393.0,423.0,33.0,628.0,2.0,136088,128852,7236,289055,0.0,0.0,0.0,43577.0,72651.56939908011,153641.6983067173,62.3,2016
HI-500,Hawaii Balance of State CoC,2981.0,846.0,2135.0,1750.0,1226.0,1041.0,357.0,75.0,80.0,129061,124696,4365,270157,0.0,0.0,0.0,39554.87918876801,200769.65971537837,362641.25933437457,72.95,2016
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",348.0,339.0,9.0,169.0,179.0,211.0,85.0,25.0,1.0,67013,64580,2433,122949,0.0,0.0,0.0,41065.74672425152,46770.718614013,100183.16229105415,48.42721909084255,2016
IA-501,Iowa Balance of State CoC,1923.0,1858.0,65.0,990.0,931.0,1130.0,162.0,655.0,3.0,1285454,1238383,47071,2364115,0.0,0.0,0.0,45462.59932363696,56867.68880326132,119392.25572032902,48.14,2016
IA-502,Des Moines/Polk County CoC,793.0,724.0,69.0,500.0,293.0,528.0,51.0,218.0,14.0,258689,249790,8899,474593,0.0,0.0,0.0,50758.0,80620.15352100691,158952.17541533898,48.14,2016
ID-500,Boise/Ada County CoC,867.0,742.0,125.0,581.0,284.0,726.0,74.0,55.0,4.0,225135,217925,7210,444929,0.0,0.0,0.0,48360.0,187905.6009969597,259263.2532782418,46.32,2016
ID-501,Idaho Balance of State CoC,1380.0,767.0,613.0,697.0,682.0,1202.0,197.0,21.0,5.0,579127,556887,22240,1223602,0.0,0.0,0.0,37577.94458165319,117837.2857306079,188264.6852749663,46.32,2016
IL-500,McHenry County CoC,154.0,150.0,4.0,73.0,81.0,149.0,9.0,5.0,0.0,167872,158890,8982,307142,0.0,0.0,0.0,52230.0,109980.42449489636,182120.41600734563,51.37,2016
IL-501,"Rockford/Winnebago, Boone Counties CoC",336.0,284.0,52.0,191.0,145.0,167.0,45.0,154.0,5.0,168347,157201,11146,339730,0.0,0.0,0.0,40429.88039619698,46559.07778345853,97650.62443707541,51.370000000000005,2016
IL-502,"Waukegan, North Chicago/Lake County CoC",299.0,280.0,19.0,148.0,151.0,122.0,66.0,166.0,1.0,373373,353803,19570,704401,0.0,0.0,0.0,73954.0,114960.75503741649,224069.44127154458,51.37,2016
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,170.0,18.0,109.0,79.0,85.0,14.0,86.0,2.0,107858,102462,5396,210388,0.0,0.0,0.0,43077.0,66763.26759313281,131671.86507536838,51.36999999999999,2016
IL-504,Madison County CoC,199.0,176.0,23.0,95.0,104.0,112.0,5.0,80.0,0.0,135685,127691,7994,265773,0.0,0.0,0.0,43054.0,42624.362348720315,101040.70148591524,51.37,2016
IL-506,"Joliet, Bolingbrook/Will County CoC",290.0,242.0,48.0,187.0,103.0,149.0,48.0,137.0,0.0,93729,88413,5316,174874,0.0,0.0,0.0,46735.29100380846,123044.4292391585,191245.47310687724,51.37,2016
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",378.0,308.0,70.0,231.0,147.0,183.0,27.0,153.0,9.0,189766,177178,12588,393552,0.0,0.0,0.0,45518.57559356832,43543.53034915541,100663.88483649868,51.37,2016
IL-512,Bloomington/Central Illinois CoC,411.0,363.0,48.0,206.0,204.0,229.0,24.0,175.0,0.0,254590,239888,14702,512112,0.0,0.0,0.0,41912.10089003968,50784.339631383555,107112.55439874587,51.37,2016
IL-513,Springfield/Sangamon County CoC,261.0,246.0,15.0,153.0,107.0,110.0,9.0,139.0,0.0,104237,99031,5206,198085,0.0,0.0,0.0,45006.0,48653.97156228887,112335.46374564996,51.37,2016
IL-515,South Central Illinois CoC,133.0,121.0,12.0,60.0,73.0,117.0,2.0,16.0,0.0,196399,184900,11499,397927,0.0,0.0,0.0,39379.2383527632,27423.44814332007,71303.22034139007,51.37,2016
IL-516,Decatur/Macon County CoC,157.0,150.0,7.0,110.0,47.0,81.0,3.0,68.0,0.0,50782,47430,3352,106411,0.0,0.0,0.0,44719.0,22047.35338986472,66417.03136015433,51.37,2016
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",340.0,301.0,39.0,216.0,124.0,203.0,31.0,124.0,0.0,271670,255400,16270,541652,0.0,0.0,0.0,41222.51528472156,36787.62609175331,83492.02785922597,51.37,2016
IL-519,West Central Illinois CoC,102.0,102.0,0.0,52.0,50.0,78.0,4.0,22.0,0.0,107605,101896,5709,221623,0.0,0.0,0.0,39453.02760543807,32156.221939276595,77993.07573523304,51.37,2016
IL-520,Southern Illinois CoC,351.0,332.0,19.0,196.0,155.0,291.0,27.0,41.0,0.0,234161,219393,14768,502908,0.0,0.0,0.0,37097.50083315437,20432.020140430282,65543.84759802316,51.37,2016
IN-502,Indiana Balance of State CoC,4179.0,3618.0,561.0,2306.0,1866.0,2921.0,171.0,1046.0,10.0,2625274,2511468,113806,5229682,0.0,0.0,0.0,42966.725738390975,69771.57130019917,130268.76730722304,51.81,2016
IN-503,Indianapolis CoC,1619.0,1489.0,130.0,1069.0,548.0,666.0,50.0,865.0,14.0,481919,460661,21258,946050,0.0,0.0,0.0,49199.0,44408.1699726423,107706.92592054281,51.81,2016
KS-502,Wichita/Sedgwick County CoC,571.0,492.0,79.0,376.0,195.0,342.0,68.0,156.0,3.0,248395,236886,11509,513324,0.0,0.0,0.0,47994.0,56124.50249384915,119360.20153697289,54.68,2016
KS-503,Topeka/Shawnee County CoC,381.0,334.0,47.0,247.0,134.0,247.0,34.0,51.0,2.0,92101,88415,3686,178413,0.0,0.0,0.0,43558.0,52360.14236627488,109897.89026482894,54.68,2016
KS-505,"Overland Park, Shawnee/Johnson County CoC",153.0,143.0,10.0,56.0,97.0,83.0,9.0,51.0,6.0,329826,319111,10715,586601,0.0,0.0,0.0,69532.0,167799.07520144,253732.50626698165,54.68,2016
KS-507,Kansas Balance of State CoC,903.0,807.0,96.0,428.0,474.0,751.0,101.0,102.0,2.0,744878,714989,29889,1469715,0.0,0.0,0.0,41000.559006337964,51511.64029754028,97430.18010935189,54.68,2016
KY-500,Kentucky Balance of State CoC,2057.0,1484.0,573.0,1149.0,905.0,1672.0,49.0,245.0,3.0,1457379,1379083,78296,3354346,0.0,0.0,0.0,37354.77028785939,44283.55709845432,104129.69578189365,55.62,2016
KY-501,Louisville-Jefferson County CoC,1116.0,1004.0,112.0,770.0,343.0,456.0,65.0,590.0,0.0,386769,369938,16831,767770,0.0,0.0,0.0,48157.0,65748.43328648477,141410.0565026426,55.62,2016
KY-502,Lexington-Fayette County CoC,1064.0,1043.0,21.0,737.0,327.0,767.0,55.0,268.0,0.0,171498,165460,6038,318190,0.0,0.0,0.0,46878.0,95804.36427228634,161067.74396620004,55.620000000000005,2016
MA-500,Boston CoC,6240.0,6073.0,167.0,3496.0,2733.0,2146.0,2342.0,2513.0,40.0,427405,411723,15682,793020,0.0,0.0,0.0,72424.0,289921.4570313464,448081.0782769244,48.13999999999999,2016
MA-502,Lynn CoC,541.0,537.0,4.0,293.0,248.0,401.0,102.0,48.0,0.0,410481,393544,16937,780222,0.0,0.0,0.0,61343.0,247704.5801258006,379346.66448531393,48.14,2016
MA-503,Cape Cod Islands CoC,394.0,327.0,67.0,216.0,178.0,304.0,29.0,73.0,3.0,120950,114783,6167,231154,0.0,0.0,0.0,67169.78901511546,265809.79119631724,401586.409831093,48.13999999999999,2016
MA-504,Springfield/Hampden County CoC,2385.0,2350.0,35.0,1060.0,1325.0,1892.0,1426.0,432.0,5.0,222268,210181,12087,467874,0.0,0.0,0.0,48065.0,125668.28224234415,190111.3769792607,48.14,2016
MA-505,New Bedford CoC,469.0,414.0,55.0,275.0,194.0,322.0,93.0,84.0,0.0,290517,275727,14790,558413,0.0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14,2016
MA-506,Worcester City & County CoC,1572.0,1506.0,66.0,795.0,775.0,1081.0,561.0,428.0,12.0,429979,411693,18286,820447,0.0,0.0,0.0,52681.0,161581.88363229096,251297.10308561838,48.14,2016
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",653.0,625.0,28.0,478.0,174.0,528.0,108.0,22.0,0.0,192023,184273,7750,359501,0.0,0.0,0.0,50607.40009902615,143421.61396557104,222043.31574212058,48.14,2016
MA-509,Cambridge CoC,517.0,448.0,69.0,342.0,174.0,325.0,91.0,149.0,6.0,873883,845197,28686,1595581,0.0,0.0,0.0,75869.0,288976.53360234614,456568.42023373954,48.14,2016
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1692.0,1654.0,38.0,806.0,886.0,808.0,311.0,850.0,4.0,270227,258804,11423,512535,0.0,0.0,0.0,61350.0,227088.18443032887,343514.8428172861,48.14,2016
MA-515,Fall River CoC,386.0,379.0,7.0,167.0,219.0,262.0,67.0,100.0,2.0,290517,275727,14790,558413,0.0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14,2016
MA-519,"Attleboro, Taunton/Bristol County CoC",243.0,216.0,27.0,140.0,103.0,139.0,64.0,99.0,0.0,290517,275727,14790,558413,0.0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14,2016
MD-502,Harford County CoC,179.0,169.0,10.0,86.0,93.0,103.0,9.0,64.0,0.0,136199,130653,5546,250448,0.0,0.0,0.0,54290.0,160658.5534942179,260172.6846801316,54.61,2016
MD-503,Annapolis/Anne Arundel County CoC,390.0,338.0,52.0,232.0,158.0,157.0,17.0,216.0,1.0,303234,292085,11149,567434,0.0,0.0,0.0,62801.0,210420.51969106848,323089.7603027872,54.61,2016
MD-504,Howard County CoC,214.0,205.0,9.0,123.0,91.0,57.0,17.0,136.0,3.0,179120,173421,5699,315581,0.0,0.0,0.0,73236.0,271991.1042024535,421437.0342171952,54.61,2016
MD-505,Baltimore County CoC,763.0,448.0,315.0,410.0,353.0,283.0,17.0,461.0,2.0,444683,424736,19947,828941,0.0,0.0,0.0,56180.0,131236.37227917634,221280.6552914258,54.61,2016
MD-506,Carroll County CoC,136.0,136.0,0.0,83.0,53.0,107.0,5.0,17.0,3.0,93015,89753,3262,167189,0.0,0.0,0.0,57958.0,200581.44739326823,299866.57411796873,54.60999999999999,2016
MD-509,Frederick City & County CoC,349.0,220.0,129.0,235.0,113.0,221.0,25.0,115.0,0.0,128533,123692,4841,247269,0.0,0.0,0.0,57382.0,196028.44575943088,302315.30898766586,54.61,2016
MD-511,Mid-Shore Regional CoC,138.0,112.0,26.0,86.0,52.0,67.0,2.0,66.0,0.0,63253,60218,3035,121980,0.0,0.0,0.0,51707.651680603376,99708.75203544246,198067.53257736322,54.61,2016
MD-513,"Wicomico, Somerset, Worcester Counties CoC",262.0,225.0,37.0,160.0,102.0,125.0,6.0,123.0,0.0,84736,78804,5932,179627,0.0,0.0,0.0,41912.3105268139,77347.45215252672,156560.31111091303,54.60999999999999,2016
MD-601,Montgomery County CoC,981.0,885.0,96.0,582.0,399.0,264.0,143.0,623.0,14.0,544649,526510,18139,1039327,0.0,0.0,0.0,83540.0,251052.86988570367,429152.39411578403,54.61,2016
ME-500,Maine Balance of State CoC,2241.0,2121.0,120.0,1231.0,1007.0,1872.0,70.0,237.0,9.0,693921,667725,26196,1332348,0.0,0.0,0.0,45002.76693476479,110701.91936681647,179461.05204890878,43.09,2016
MI-500,Michigan Balance of State CoC,1536.0,1312.0,224.0,728.0,806.0,1211.0,98.0,202.0,1.0,900656,848340,52316,1941973,0.0,0.0,0.0,37725.04889923804,36786.057867746254,94779.03778766612,46.64,2016
MI-501,Detroit CoC,2335.0,2142.0,193.0,1536.0,792.0,239.0,44.0,2043.0,7.0,778939,730549,48390,1760835,0.0,0.0,0.0,40115.0,13349.062337151214,65869.35924755289,46.64,2016
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",277.0,266.0,11.0,143.0,134.0,160.0,8.0,106.0,0.0,778939,730549,48390,1760835,0.0,0.0,0.0,40115.0,13349.062337151214,65869.35924755289,46.64,2016
MI-503,"St. Clair Shores, Warren/Macomb County CoC",403.0,354.0,49.0,274.0,129.0,196.0,8.0,184.0,1.0,435441,412956,22485,868329,0.0,0.0,0.0,43607.0,70324.73823149504,140211.0962997674,46.64,2016
MI-504,"Pontiac, Royal Oak/Oakland County CoC",438.0,362.0,76.0,239.0,199.0,159.0,13.0,261.0,0.0,652450,625608,26842,1251563,0.0,0.0,0.0,66757.0,110642.43533811004,207627.9669507188,46.64,2016
MI-505,Flint/Genesee County CoC,377.0,290.0,87.0,216.0,160.0,89.0,2.0,260.0,0.0,180586,170150,10436,409054,0.0,0.0,0.0,38174.0,16273.65245704737,76316.74240441591,46.63999999999999,2016
MI-506,"Grand Rapids, Wyoming/Kent County CoC",800.0,759.0,41.0,507.0,293.0,371.0,102.0,368.0,5.0,351257,338786,12471,644219,0.0,0.0,0.0,50584.0,99179.28875630285,167598.30464138286,46.64,2016
MI-507,"Portage, Kalamazoo City & County CoC",374.0,366.0,8.0,192.0,181.0,121.0,22.0,208.0,2.0,132365,126947,5418,261584,0.0,0.0,0.0,45441.0,65474.27134976129,137066.1429172935,46.64,2016
MI-508,"Lansing, East Lansing/Ingham County CoC",471.0,355.0,116.0,279.0,191.0,239.0,40.0,173.0,2.0,149317,142853,6464,289633,0.0,0.0,0.0,37640.0,43285.806551628055,104037.0700436331,46.64,2016
MI-509,Washtenaw County CoC,342.0,301.0,41.0,236.0,103.0,134.0,18.0,194.0,4.0,192000,184914,7086,366960,0.0,0.0,0.0,54292.0,130488.37723972835,237804.5394038354,46.63999999999999,2016
MI-510,Saginaw City & County CoC,343.0,326.0,17.0,190.0,153.0,95.0,20.0,236.0,1.0,88762,83977,4785,192636,0.0,0.0,0.0,36531.0,17422.019714273683,69034.86840085652,46.64000000000001,2016
MI-511,Lenawee County CoC,137.0,119.0,18.0,74.0,63.0,125.0,46.0,4.0,0.0,47487,45278,2209,98595,0.0,0.0,0.0,37023.0,47782.665603624104,114479.38205549527,46.64,2016
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",243.0,233.0,10.0,166.0,77.0,209.0,14.0,4.0,1.0,86823,82290,4533,171480,0.0,0.0,0.0,46152.64020293912,84929.55970617484,170907.84499597142,46.64,2016
MI-514,Battle Creek/Calhoun County CoC,246.0,209.0,37.0,155.0,91.0,114.0,4.0,113.0,0.0,64585,61453,3132,134343,0.0,0.0,0.0,37873.0,26988.621570160827,80028.62120942368,46.64,2016
MI-515,Monroe City & County CoC,176.0,173.0,3.0,97.0,79.0,121.0,7.0,52.0,0.0,76614,73276,3338,149278,0.0,0.0,0.0,43721.0,70542.48266913193,151049.7682441745,46.64,2016
MI-516,"Norton Shores, Muskegon City & County CoC",191.0,184.0,7.0,102.0,88.0,82.0,14.0,95.0,0.0,77659,73383,4276,173342,0.0,0.0,0.0,35977.0,36493.07839453959,97479.41604963121,46.64,2016
MI-517,Jackson City & County CoC,169.0,162.0,7.0,76.0,93.0,93.0,3.0,65.0,0.0,74612,70963,3649,158345,0.0,0.0,0.0,37329.0,42367.49032423103,107591.47700064951,46.64,2016
MI-518,Livingston County CoC,77.0,75.0,2.0,44.0,33.0,71.0,2.0,2.0,3.0,99935,95886,4049,188585,0.0,0.0,0.0,54331.0,137580.01820064106,223991.77396215955,46.64,2016
MI-519,Holland/Ottawa County CoC,261.0,257.0,4.0,142.0,119.0,191.0,43.0,52.0,4.0,155788,150491,5297,283686,0.0,0.0,0.0,45457.0,119175.92174406874,180304.17915358781,46.64,2016
MI-523,Eaton County CoC,120.0,111.0,9.0,50.0,70.0,92.0,16.0,15.0,0.0,57051,54670,2381,109220,0.0,0.0,0.0,39837.0,76282.80703039642,139417.60121169966,46.64,2016
MN-500,Minneapolis/Hennepin County CoC,3056.0,2886.0,170.0,1721.0,1324.0,692.0,300.0,2052.0,35.0,685106,662298,22808,1236183,0.0,0.0,0.0,68704.0,152098.74515921107,242044.3271053735,42.98,2016
MN-501,St. Paul/Ramsey County CoC,1346.0,1210.0,136.0,689.0,653.0,470.0,147.0,638.0,30.0,282227,272058,10169,541635,0.0,0.0,0.0,50764.0,136353.18007095045,205281.1293895213,42.98,2016
MN-502,Rochester/Southeast Minnesota CoC,423.0,409.0,14.0,173.0,250.0,237.0,60.0,148.0,4.0,377135,363738,13397,670545,0.0,0.0,0.0,46275.71345845544,94364.72827011322,161362.24345309648,42.98,2016
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",618.0,411.0,207.0,303.0,315.0,344.0,52.0,163.0,7.0,702413,678227,24186,1261033,0.0,0.0,0.0,55899.63651466694,168303.1688044519,250342.05673348656,42.98,2016
MN-504,Northeast Minnesota CoC,77.0,60.0,17.0,44.0,33.0,66.0,2.0,2.0,0.0,61435,57111,4324,124930,0.0,0.0,0.0,39803.67087168815,61803.34545720623,134694.69007447117,42.98,2016
MN-505,St. Cloud/Central Minnesota CoC,669.0,502.0,167.0,339.0,326.0,390.0,26.0,132.0,4.0,397426,379605,17821,736485,0.0,0.0,0.0,42864.82235754971,110769.33781894867,183520.02071794908,42.98,2016
MN-506,Northwest Minnesota CoC,290.0,288.0,2.0,115.0,175.0,116.0,19.0,22.0,0.0,88712,83733,4979,165093,0.0,0.0,0.0,42140.07540598329,55419.798691004806,134169.23541630394,42.98,2016
MN-508,Moorhead/West Central Minnesota CoC,211.0,199.0,12.0,111.0,100.0,103.0,20.0,38.0,0.0,132531,127288,5243,241735,0.0,0.0,0.0,44547.63457091443,93673.52667630014,166141.92555041582,42.98,2016
MN-511,Southwest Minnesota CoC,123.0,117.0,6.0,53.0,70.0,89.0,33.0,11.0,0.0,151494,145075,6419,269621,0.0,0.0,0.0,45593.32951810134,52612.10305985485,119915.43426314225,42.98,2016
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",610.0,380.0,230.0,288.0,322.0,482.0,21.0,101.0,1.0,44680,42730,1950,89021,0.0,0.0,0.0,38338.98857572932,72582.964232786,171033.8408668984,54.7,2016
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",496.0,284.0,212.0,244.0,250.0,386.0,41.0,44.0,0.0,208603,200468,8135,410543,0.0,0.0,0.0,39306.90360814823,73388.72209202586,129704.07102603705,54.7,2016
MO-602,"Joplin/Jasper, Newton Counties CoC",297.0,238.0,59.0,196.0,101.0,238.0,4.0,27.0,0.0,85854,82237,3617,177525,0.0,0.0,0.0,37400.19579214195,46296.98616713936,103210.04873397408,54.7,2016
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",195.0,185.0,10.0,115.0,80.0,137.0,11.0,42.0,0.0,61740,59246,2494,118943,0.0,0.0,0.0,36450.40856544732,43586.15174156562,100173.28096223451,54.7,2016
MO-606,Missouri Balance of State CoC,1431.0,1056.0,375.0,726.0,704.0,1084.0,43.0,264.0,7.0,1157382,1101472,55910,2442704,0.0,0.0,0.0,36886.43831917416,54182.673897239365,112901.83251775397,54.7,2016
MS-500,"Jackson/Rankin, Madison Counties CoC",633.0,297.0,336.0,368.0,253.0,139.0,7.0,481.0,3.0,269108,255588,13520,573960,0.0,0.0,0.0,43229.939912189,57111.72072680201,122040.26289846195,63.5,2016
MS-501,Mississippi Balance of State CoC,785.0,479.0,306.0,448.0,337.0,317.0,5.0,458.0,0.0,789908,741300,48608,1898943,0.0,0.0,0.0,34037.29736490247,47736.85437573235,104644.96146559766,63.5,2016
MS-503,Gulf Port/Gulf Coast Regional CoC,320.0,113.0,207.0,198.0,122.0,191.0,8.0,115.0,4.0,202330,189826,12504,488078,0.0,0.0,0.0,35248.9348444306,53718.04346939937,117543.8691494226,63.5,2016
MT-500,Montana Statewide CoC,1418.0,788.0,630.0,818.0,599.0,877.0,112.0,25.0,1.0,521742,499269,22473,1042137,0.0,0.0,0.0,44211.25978542169,138552.75200556562,220642.83696598184,44.18,2016
NC-500,Winston-Salem/Forsyth County CoC,544.0,506.0,38.0,373.0,171.0,172.0,22.0,348.0,0.0,182081,173210,8871,371437,0.0,0.0,0.0,45088.0,63319.03473025483,132314.01711380878,58.7,2016
NC-501,Asheville/Buncombe County CoC,509.0,437.0,72.0,391.0,116.0,347.0,21.0,142.0,0.0,133951,128768,5183,255222,0.0,0.0,0.0,44403.0,148010.47931400035,235362.71909905304,58.7,2016
NC-502,Durham City & County CoC,354.0,322.0,32.0,224.0,129.0,84.0,38.0,249.0,0.0,161608,154321,7287,308105,0.0,0.0,0.0,45872.0,114713.5593940597,196236.445960334,58.7,2016
NC-503,North Carolina Balance of State CoC,2963.0,2128.0,835.0,1662.0,1297.0,1561.0,117.0,1147.0,23.0,2290300,2166356,123944,5103470,0.0,0.0,0.0,37601.208862793355,63421.550913725594,134581.73005797627,58.7,2016
